Lines,Lon,VehicleNumber,Time,Lat,Brigade
213,21.102116,1000,2024-02-17 17:23:28,52.222786,5
219,21.1429638,1001,2024-02-17 17:23:25,52.214141,1
213,21.1707618,1002,2024-02-17 17:23:27,52.1923396,1
213,21.092542,1003,2024-02-17 17:23:28,52.2253141,4
119,21.2055883,1004,2024-02-17 17:23:28,52.2100681,3
213,21.2276825,1005,2024-02-17 17:23:27,52.1818653,3
213,21.114954,1006,2024-02-17 01:51:06,52.234654,2
119,21.000244,1007,2024-02-17 17:23:14,52.206138,1
L-8,21.1585836,10071,2024-02-17 09:34:00,52.4321588,1
L31,21.1627878,10072,2024-02-16 21:02:03,52.4320136,1
L49,20.883866,10073,2024-02-17 17:05:02,52.4127305,1
L23,21.0155138,10074,2024-02-17 17:23:28,52.073763,693
L-8,21.1389436,10075,2024-02-17 17:23:28,52.3829988,M1
219,21.1712125,1008,2024-02-17 17:23:29,52.1843181,3
119,21.0329215,1009,2024-02-17 17:23:27,52.2071258,5
219,21.115273,1010,2024-02-16 22:45:36,52.234659,3
213,21.114953,1011,2024-02-14 18:50:46,52.234814,2
119,21.0909173,1012,2024-02-17 17:23:28,52.213468,2
119,21.1672875,1013,2024-02-17 17:23:26,52.2046306,4
219,21.102444,1014,2024-02-17 17:23:28,52.222736,2
239,20.995775,1020,2024-02-16 20:24:30,52.188538,777
192,20.995831,1021,2024-02-16 20:00:26,52.188499,3
263,20.995176,1022,2024-02-17 11:56:14,52.188168,4
200,20.9955972,1023,2024-02-17 16:46:47,52.1881581,M2
218,21.0213384,1024,2024-02-17 17:23:29,52.1897049,1
163,20.9951702,1025,2024-02-16 19:11:51,52.1882877,03
339,20.995818,1026,2024-02-16 19:59:08,52.1885322,01
208,20.9951762,1027,2024-02-17 16:48:56,52.1884067,05
108,20.9979864,1028,2024-02-16 21:58:07,52.1860974,1
164,20.9959922,1029,2024-02-16 19:51:16,52.1884926,04
192,20.995106,1030,2024-02-17 10:55:52,52.1881809,06
239,20.9979857,1031,2024-02-17 15:45:00,52.1861527,776
163,20.996059,1032,2024-02-17 15:27:54,52.188507,01
263,20.997908,1033,2024-02-17 08:39:59,52.185875,06
192,20.9960304,1034,2024-02-17 15:29:22,52.1884871,2
208,20.9979689,1035,2024-02-17 08:00:46,52.1860646,04
208,20.995876,1036,2024-02-17 15:19:37,52.188499,05
263,21.0458054,1037,2024-02-17 17:23:28,52.150093,3
164,20.9951956,1038,2024-02-17 09:58:18,52.1884056,05
208,20.995343,1039,2024-02-17 12:27:37,52.188195,04
736,20.928085,1040,2024-02-17 17:23:16,52.3959667,1
107,21.046568,1041,2024-02-15 07:45:40,52.263918,2
107,21.046575,1042,2024-02-16 23:58:17,52.263971,2
212,21.0272317,1043,2024-02-17 17:23:18,52.2596383,5
212,21.0568967,1044,2024-02-17 17:23:21,52.3019233,3
212,21.0481783,1045,2024-02-17 08:42:16,52.2641,4
212,21.041225,1046,2024-02-17 17:23:28,52.2905483,2
204,21.046056,1048,2024-02-16 19:31:24,52.264749,04
212,21.04814,1049,2024-02-17 13:08:47,52.264074,1
228,20.92143,1050,2024-02-17 02:06:26,52.196688,2
208,20.919989,1051,2024-02-17 14:57:08,52.197398,2
228,20.919464,1052,2024-02-17 02:16:20,52.196943,3
208,20.9471417,1053,2024-02-17 17:23:19,52.2031567,2
228,20.914798,1054,2024-02-17 17:23:21,52.206956,2
208,20.975796,1055,2024-02-17 17:23:12,52.210531,591
207,20.918528,1056,2024-02-13 08:52:19,52.196728,4
228,20.973781,1057,2024-02-17 17:23:23,52.193111,1
207,20.919635,1058,2024-02-13 07:31:20,52.1969033,3
228,20.8961567,1059,2024-02-17 17:23:25,52.2009333,3
108,21.078987,1060,2024-02-17 17:23:29,52.199703,3
192,21.0709916,1061,2024-02-17 17:23:28,52.1319171,M4
263,21.0887096,1062,2024-02-17 17:23:29,52.1816949,2
108,21.0242057,1063,2024-02-17 17:23:29,52.1796611,399
263,21.049034,1064,2024-02-17 17:23:29,52.178288,1
263,20.9953674,1065,2024-02-17 12:21:07,52.1882764,06
218,20.992771,1066,2024-02-17 17:23:28,52.188313,4
