Lines,Lon,VehicleNumber,Time,Lat,Brigade
213,21.102116,1000,2024-02-17 17:24:49,52.222786,5
219,21.152536,1001,2024-02-17 17:24:50,52.21398,1
213,21.1675331,1002,2024-02-17 17:24:52,52.2013138,1
213,21.0905171,1003,2024-02-17 17:24:53,52.2215446,4
119,21.2056088,1004,2024-02-17 17:24:49,52.210061,3
213,21.234529,1005,2024-02-17 17:24:47,52.1782435,3
213,21.114954,1006,2024-02-17 01:51:06,52.234654,2
119,21.000289,1007,2024-02-17 17:24:34,52.206138,1
L-8,21.1585836,10071,2024-02-17 09:34:00,52.4321588,1
L31,21.1627878,10072,2024-02-16 21:02:03,52.4320136,1
L49,20.883866,10073,2024-02-17 17:05:02,52.4127305,1
L23,21.0166595,10074,2024-02-17 17:24:50,52.0693505,693
L-8,21.138933,10075,2024-02-17 17:24:35,52.3830015,M1
219,21.1623243,1008,2024-02-17 17:24:54,52.1851568,3
119,21.036705,1009,2024-02-17 17:24:47,52.2069166,5
219,21.115273,1010,2024-02-16 22:45:36,52.234659,3
213,21.114953,1011,2024-02-14 18:50:46,52.234814,2
119,21.0827446,1012,2024-02-17 17:24:48,52.2065223,2
119,21.1707121,1013,2024-02-17 17:24:46,52.2055,4
219,21.102444,1014,2024-02-17 17:24:49,52.222736,2
239,20.995775,1020,2024-02-16 20:24:30,52.188538,777
192,20.995831,1021,2024-02-16 20:00:26,52.188499,3
263,20.995176,1022,2024-02-17 11:56:14,52.188168,4
200,20.9955972,1023,2024-02-17 16:46:47,52.1881581,M2
218,21.0240639,1024,2024-02-17 17:24:52,52.1899574,1
163,20.9951702,1025,2024-02-16 19:11:51,52.1882877,03
339,20.995818,1026,2024-02-16 19:59:08,52.1885322,01
208,20.9951762,1027,2024-02-17 16:48:56,52.1884067,05
108,20.9979864,1028,2024-02-16 21:58:07,52.1860974,1
164,20.9959922,1029,2024-02-16 19:51:16,52.1884926,04
192,20.995106,1030,2024-02-17 10:55:52,52.1881809,06
239,20.9979857,1031,2024-02-17 15:45:00,52.1861527,776
163,20.996059,1032,2024-02-17 15:27:54,52.188507,01
263,20.997908,1033,2024-02-17 08:39:59,52.185875,06
192,20.9960304,1034,2024-02-17 15:29:22,52.1884871,2
208,20.9979689,1035,2024-02-17 08:00:46,52.1860646,04
208,20.995876,1036,2024-02-17 15:19:37,52.188499,05
263,21.042814,1037,2024-02-17 17:24:52,52.148262,3
164,20.9951956,1038,2024-02-17 09:58:18,52.1884056,05
208,20.995343,1039,2024-02-17 12:27:37,52.188195,04
736,20.9317517,1040,2024-02-17 17:24:51,52.39607,1
107,21.046568,1041,2024-02-15 07:45:40,52.263918,2
107,21.046575,1042,2024-02-16 23:58:17,52.263971,2
212,21.0272317,1043,2024-02-17 17:24:52,52.2596383,5
212,21.0568967,1044,2024-02-17 17:24:45,52.3019233,3
212,21.0481783,1045,2024-02-17 08:42:16,52.2641,4
212,21.0403667,1046,2024-02-17 17:24:49,52.2865933,2
204,21.046056,1048,2024-02-16 19:31:24,52.264749,04
212,21.04814,1049,2024-02-17 13:08:47,52.264074,1
228,20.92143,1050,2024-02-17 02:06:26,52.196688,2
208,20.919989,1051,2024-02-17 14:57:08,52.197398,2
228,20.919464,1052,2024-02-17 02:16:20,52.196943,3
