Lines,Lon,VehicleNumber,Time,Lat,Brigade
213,21.102163,1000,2024-02-17 17:21:07,52.222819,5
219,21.124661,1001,2024-02-17 17:21:15,52.2149181,1
213,21.1762385,1002,2024-02-17 17:21:17,52.1848516,1
213,21.0942673,1003,2024-02-17 17:21:23,52.2274143,4
119,21.2055883,1004,2024-02-17 17:21:23,52.210077,3
213,21.2074026,1005,2024-02-17 17:21:17,52.1827996,3
213,21.114954,1006,2024-02-17 01:51:06,52.234654,2
119,20.999231,1007,2024-02-17 17:21:13,52.206246,1
L-8,21.1585836,10071,2024-02-17 09:34:00,52.4321588,1
L31,21.1627878,10072,2024-02-16 21:02:03,52.4320136,1
L49,20.883866,10073,2024-02-17 17:05:02,52.4127305,1
L23,21.0212451,10074,2024-02-17 17:21:20,52.0749226,693
L-8,21.1389473,10075,2024-02-17 17:21:20,52.3829733,M1
219,21.186983,1008,2024-02-17 17:21:14,52.1840635,3
119,21.021361,1009,2024-02-17 17:21:14,52.210971,5
219,21.115273,1010,2024-02-16 22:45:36,52.234659,3
213,21.114953,1011,2024-02-14 18:50:46,52.234814,2
119,21.1000611,1012,2024-02-17 17:21:18,52.2160288,2
119,21.1584,1013,2024-02-17 17:21:17,52.2128033,4
219,21.1024791,1014,2024-02-17 17:21:07,52.2227725,2
239,20.995775,1020,2024-02-16 20:24:30,52.188538,777
192,20.995831,1021,2024-02-16 20:00:26,52.188499,3
263,20.995176,1022,2024-02-17 11:56:14,52.188168,4
200,20.9955972,1023,2024-02-17 16:46:47,52.1881581,M2
218,21.0114594,1024,2024-02-17 17:21:19,52.1890306,1
163,20.9951702,1025,2024-02-16 19:11:51,52.1882877,03
339,20.995818,1026,2024-02-16 19:59:08,52.1885322,01
208,20.9951762,1027,2024-02-17 16:48:56,52.1884067,05
108,20.9979864,1028,2024-02-16 21:58:07,52.1860974,1
164,20.9959922,1029,2024-02-16 19:51:16,52.1884926,04
192,20.995106,1030,2024-02-17 10:55:52,52.1881809,06
239,20.9979857,1031,2024-02-17 15:45:00,52.1861527,776
163,20.996059,1032,2024-02-17 15:27:54,52.188507,01
263,20.997908,1033,2024-02-17 08:39:59,52.185875,06
192,20.9960304,1034,2024-02-17 15:29:22,52.1884871,2
208,20.9979689,1035,2024-02-17 08:00:46,52.1860646,04
208,20.995876,1036,2024-02-17 15:19:37,52.188499,05
263,21.0521656,1037,2024-02-17 17:21:17,52.150209,3
164,20.9951956,1038,2024-02-17 09:58:18,52.1884056,05
208,20.995343,1039,2024-02-17 12:27:37,52.188195,04
736,20.92314,1040,2024-02-17 17:21:10,52.3980767,1
107,21.046568,1041,2024-02-15 07:45:40,52.263918,2
107,21.046575,1042,2024-02-16 23:58:17,52.263971,2
212,21.0272317,1043,2024-02-17 17:21:13,52.2596383,5
212,21.0568967,1044,2024-02-17 17:21:16,52.3019233,3
212,21.0481783,1045,2024-02-17 08:42:16,52.2641,4
212,21.0467683,1046,2024-02-17 17:21:08,52.2922633,2
204,21.046056,1048,2024-02-16 19:31:24,52.264749,04
212,21.04814,1049,2024-02-17 13:08:47,52.264074,1
228,20.92143,1050,2024-02-17 02:06:26,52.196688,2
208,20.919989,1051,2024-02-17 14:57:08,52.197398,2
228,20.919464,1052,2024-02-17 02:16:20,52.196943,3
208,20.9563017,1053,2024-02-17 17:21:14,52.2021117,2
228,20.895984,1054,2024-02-17 17:21:01,52.202348,2
208,20.970416,1055,2024-02-17 17:21:12,52.213164,591
207,20.918528,1056,2024-02-13 08:52:19,52.196728,4
228,20.98149,1057,2024-02-17 17:21:18,52.1909933,1
207,20.919635,1058,2024-02-13 07:31:20,52.1969033,3
228,20.9091417,1059,2024-02-17 17:21:17,52.2046033,3
108,21.0868684,1060,2024-02-17 17:21:20,52.1958381,3
192,21.0689727,1061,2024-02-17 17:21:20,52.1287931,M4
263,21.0973455,1062,2024-02-17 17:21:19,52.185734,2
108,21.024189,1063,2024-02-17 17:21:20,52.179668,399
263,21.0490297,1064,2024-02-17 17:21:17,52.17829,1
263,20.9953674,1065,2024-02-17 12:21:07,52.1882764,06
218,21.000566,1066,2024-02-17 17:21:19,52.188942,4
192,21.037035,1067,2024-02-17 17:21:20,52.154259,M2
218,21.020153,1068,2024-02-17 17:21:19,52.180019,2
339,20.9959182,1069,2024-02-17 17:21:20,52.1884989,03
107,20.995346,1070,2024-02-16 22:41:08,52.187607,6
263,21.106724,1071,2024-02-17 17:21:12,52.162071,5
263,21.0581537,1072,2024-02-17 17:21:19,52.1484477,4
200,21.0211197,1073,2024-02-17 17:21:20,52.180946,1
192,21.0474,1074,2024-02-17 17:21:17,52.143288,M1
108,20.9951731,1075,2024-02-17 12:25:47,52.1883727,5
108,21.064268,1076,2024-02-17 17:21:18,52.186405,1
192,21.042219,1077,2024-02-17 17:21:19,52.147629,M3
108,21.0235027,1078,2024-02-17 17:21:20,52.2283969,2
218,21.023708,1079,2024-02-17 17:21:20,52.179905,3
106,21.0447535,1101,2024-02-16 19:50:36,52.2647521,09
173,21.04275,1102,2024-02-17 00:25:19,52.265928,10
178,21.047102,1106,2024-02-16 20:13:41,52.2646778,013
338,21.0482585,1109,2024-02-16 19:13:58,52.264106,02
173,21.044016,1110,2024-02-16 22:26:59,52.2651533,2
169,21.0444408,1112,2024-02-17 14:47:12,52.2648866,4
106,21.044653,1115,2024-02-16 19:40:00,52.2647691,08
169,21.038193,1117,2024-02-17 17:21:02,52.265104,4
338,21.0446538,1118,2024-02-16 18:55:22,52.2646858,05
123,21.043028,1119,2024-02-17 15:54:16,52.265988,5
L27,21.1801651,11201,2024-02-16 20:05:07,52.4221525,1
L43,21.179997,11202,2024-02-17 15:55:36,52.4221645,881
727,21.018174,1200,2024-02-17 17:21:20,52.1328477,426
739,21.039772,1201,2024-02-17 17:21:17,52.080566,424
139,21.024,1202,2024-02-17 17:21:18,52.179596,2
