Lines,Lon,VehicleNumber,Time,Lat,Brigade
213,21.102163,1000,2024-02-17 17:22:07,52.222819,5
219,21.13325,1001,2024-02-17 17:22:15,52.2142393,1
213,21.1731426,1002,2024-02-17 17:22:12,52.1878373,1
213,21.0934195,1003,2024-02-17 17:22:18,52.2269928,4
119,21.2055601,1004,2024-02-17 17:22:18,52.2100961,3
213,21.2136893,1005,2024-02-17 17:22:12,52.182549,3
213,21.114954,1006,2024-02-17 01:51:06,52.234654,2
119,21.000244,1007,2024-02-17 17:22:13,52.206138,1
L-8,21.1585836,10071,2024-02-17 09:34:00,52.4321588,1
L31,21.1627878,10072,2024-02-16 21:02:03,52.4320136,1
L49,20.883866,10073,2024-02-17 17:05:02,52.4127305,1
L23,21.0161558,10074,2024-02-17 17:22:12,52.074497,693
L-8,21.1389609,10075,2024-02-17 17:22:16,52.3829793,M1
219,21.1780565,1008,2024-02-17 17:22:19,52.184268,3
119,21.0264991,1009,2024-02-17 17:22:12,52.2090431,5
219,21.115273,1010,2024-02-16 22:45:36,52.234659,3
213,21.114953,1011,2024-02-14 18:50:46,52.234814,2
119,21.0968086,1012,2024-02-17 17:22:13,52.2184441,2
119,21.1641888,1013,2024-02-17 17:22:11,52.2072361,4
219,21.10244,1014,2024-02-17 17:22:07,52.222746,2
239,20.995775,1020,2024-02-16 20:24:30,52.188538,777
192,20.995831,1021,2024-02-16 20:00:26,52.188499,3
263,20.995176,1022,2024-02-17 11:56:14,52.188168,4
200,20.9955972,1023,2024-02-17 16:46:47,52.1881581,M2
218,21.0171264,1024,2024-02-17 17:22:15,52.1891362,1
163,20.9951702,1025,2024-02-16 19:11:51,52.1882877,03
339,20.995818,1026,2024-02-16 19:59:08,52.1885322,01
208,20.9951762,1027,2024-02-17 16:48:56,52.1884067,05
108,20.9979864,1028,2024-02-16 21:58:07,52.1860974,1
164,20.9959922,1029,2024-02-16 19:51:16,52.1884926,04
192,20.995106,1030,2024-02-17 10:55:52,52.1881809,06
239,20.9979857,1031,2024-02-17 15:45:00,52.1861527,776
163,20.996059,1032,2024-02-17 15:27:54,52.188507,01
263,20.997908,1033,2024-02-17 08:39:59,52.185875,06
192,20.9960304,1034,2024-02-17 15:29:22,52.1884871,2
208,20.9979689,1035,2024-02-17 08:00:46,52.1860646,04
208,20.995876,1036,2024-02-17 15:19:37,52.188499,05
263,21.0481392,1037,2024-02-17 17:22:16,52.1509567,3
164,20.9951956,1038,2024-02-17 09:58:18,52.1884056,05
208,20.995343,1039,2024-02-17 12:27:37,52.188195,04
736,20.9232483,1040,2024-02-17 17:22:13,52.3980417,1
107,21.046568,1041,2024-02-15 07:45:40,52.263918,2
107,21.046575,1042,2024-02-16 23:58:17,52.263971,2
212,21.0272317,1043,2024-02-17 17:22:15,52.2596383,5
212,21.0568967,1044,2024-02-17 17:22:03,52.3019233,3
212,21.0481783,1045,2024-02-17 08:42:16,52.2641,4
212,21.0423517,1046,2024-02-17 17:22:11,52.2925283,2
204,21.046056,1048,2024-02-16 19:31:24,52.264749,04
212,21.04814,1049,2024-02-17 13:08:47,52.264074,1
228,20.92143,1050,2024-02-17 02:06:26,52.196688,2
208,20.919989,1051,2024-02-17 14:57:08,52.197398,2
228,20.919464,1052,2024-02-17 02:16:20,52.196943,3
208,20.9516567,1053,2024-02-17 17:22:13,52.202635,2
228,20.904741,1054,2024-02-17 17:22:01,52.203096,2
208,20.975313,1055,2024-02-17 17:22:12,52.211386,591
